show,year,genre,rating,votes,runtime,gross
"Le jeu",2018,"Comedy,Drama",6.8,13364.0,90.0,""
"Le manoir",2017,"Comedy,Horror",4.6,2393.0,100.0,""
"Le monde est à toi",2018,"Comedy,Crime",6.4,3906.0,102.0,""
"Le nozze di Laura","2015 TV Movie",Drama,6.1,57.0,92.0,""
"Le serment des Hitler","2014 TV Movie",Documentary,6.1,189.0,56.0,""
"Le voyage au Groenland",2016,"Comedy,Drama",6.4,1209.0,98.0,""
"League of Legends Origins",2019,Documentary,6.5,898.0,77.0,""
"Leal, solo hay una forma de vivir",2018,"Action,Crime,Drama",6.0,665.0,107.0,""
"Learning Time with Timmy",2018,"Animation,Family",6.6,14.0,0.0,""
"Leave the World Behind","",Drama,0.0,0.0,0.0,""
"Lee Su-geun: The Sense Coach","2021 TV Special",Comedy,3.9,24.0,45.0,""
"Legado en los huesos",2019,"Crime,Thriller",6.3,7865.0,121.0,""
"Legal V ~ Moto Bengoshi Takanashi Shôko",2018,Drama,5.8,109.0,0.0,""
"Legally Blonde",2001,"Comedy,Romance",6.3,195752.0,96.0,96.52
"Legend Quest",2017,"Animation,Adventure,Comedy",7.4,411.0,0.0,""
"Legend Quest: Happy Birthday to You!","2017 TV Special","Animation,Short",0.0,0.0,2.0,""
"Legend Quest: Masters of Myth",2019,Animation,7.7,105.0,0.0,""
"Legends of Strength","","",0.0,0.0,0.0,""
"Legends of Tomorrow",2016,"Action,Adventure,Drama",8.0,32700.67,42.0,""
"Lego Bionicle: The Journey to One",2016,"Animation,Action,Adventure",5.5,157.0,22.0,""
"Lego Elves: Secrets of Elvendale",2017,"Animation,Fantasy",6.9,138.0,24.0,""
"Lego Friends",2013,Animation,5.2,129.0,4.0,""
"Lego Friends: The Power of Friendship",2016,Animation,6.0,37.0,23.0,""
"Lego House: Home of the Brick",2018,Documentary,6.5,479.0,47.0,""
"Lego Jurassic World: Legend of Isla Nublar",2019,"Animation,Adventure,Comedy",6.8,203.0,0.0,""
"Lego Marvel Super Heroes: Maximum Overload",2013,"Animation,Short,Action",6.4,1234.0,22.0,""
"Lego: City",2017,Animation,4.9,31.0,26.0,""
Leila,2019,"Drama,Sci-Fi",4.99,1391.29,45.86,""
"Leng xue shi san ying",1978,"Action,Adventure,Drama",7.4,870.0,90.0,""
"Lenox Hill",2020,Documentary,8.7,2044.0,0.0,""
Lens,"IV 2016","Drama,Mystery,Thriller",6.7,1142.0,109.0,""
"Leobeulli Horeobeulli",2018,"Comedy,Drama,Horror",6.5,241.0,35.0,""
"Les 7 Vies de Léa",2022,Drama,0.0,0.0,0.0,""
"Les Italiens","","Crime,Thriller",0.0,0.0,0.0,""
"Les affamés",2017,"Action,Adventure,Drama",5.8,8625.0,104.0,""
"Les de l'hoquei",20192020,"Drama,Sport",6.9,381.0,50.0,""
"Les gars sûrs",2022,"Action,Comedy",0.0,0.0,0.0,""
"Les goûts et les couleurs",2018,"Comedy,Drama",5.3,1553.0,95.0,""
"Les rivières pourpres",2018,"Crime,Mystery,Thriller",6.8,1236.0,60.0,""
"Les étoiles vagabondes",2019,Documentary,7.1,316.0,86.0,""
"Leslie Jones: Time Machine","2020 TV Special",Comedy,5.2,801.0,66.0,""
"Let It Fall: Los Angeles 1982-1992",2017,"Documentary,History",7.8,726.0,144.0,""
"Let It Snow",2019,"Comedy,Romance",5.8,18925.0,92.0,""
"Let's Be Evil",2016,"Horror,Sci-Fi,Thriller",4.2,7067.0,82.0,""
"Let's Dance","I 2019","Comedy,Drama,Family",6.0,1251.0,109.0,""
"Let's Eat",2013,"Comedy,Romance",7.7,540.0,50.0,""
"Lethal Seduction",2015,Thriller,5.1,824.0,80.0,""
"Leve Boerenliefde",2013,"Comedy,Romance",4.7,409.0,97.0,""
Levius,2019,"Animation,Action,Sci-Fi",7.0,443.0,25.0,""
"Leyla ile Mecnun",20112021,"Adventure,Comedy,Drama",9.1,90655.0,80.0,""
"Liberi di scegliere","2019 TV Movie","Crime,Drama",6.5,229.0,126.0,""
"Life Itself",2014,"Documentary,Biography",7.8,15182.0,121.0,0.81
"Life Overtakes Me",2019,"Documentary,Short",6.5,1755.0,39.0,""
"Life Sentence","TV Movie","Drama,Sci-Fi",0.0,0.0,0.0,""
"Life Unexpected",20102011,Drama,7.5,14088.0,60.0,""
"Life in Colour",2021,Documentary,8.3,2173.0,59.0,""
"Life in Our Universe",2013,Documentary,7.7,18.0,0.0,""
"Life in Threes","",Drama,0.0,0.0,0.0,""
"Life of Brian",1979,Comedy,8.1,378134.0,94.0,20.05
"Life of Ryan: Caretaker Manager","2014 TV Movie","Documentary,Biography,Sport",7.3,274.0,81.0,""
"Life's Too Short",20112013,Comedy,7.5,14912.0,30.0,""
"Life's a Breeze",2013,"Comedy,Drama",6.3,1103.0,83.0,0.00
"Lift Me Up",2015,Family,5.6,623.0,108.0,""
"Light in the Dark",2020,Thriller,6.0,25.0,105.0,""
"Like A Mother",2021,"",0.0,0.0,0.0,""
"Like Cotton Twines",2016,Drama,7.7,64.0,96.0,""
"Like Father",2018,"Comedy,Drama",6.1,20183.0,98.0,""
"Lilo & Stitch",2002,"Animation,Adventure,Comedy",7.3,175052.0,85.0,145.79
Lilyhammer,20122014,"Comedy,Crime,Drama",8.0,27587.0,45.0,""
Limitless,20152016,"Comedy,Crime,Drama",7.7,63498.0,42.0,""
Limonata,2015,"Comedy,Drama",7.4,13108.0,110.0,""
"Line Friends","","Animation,Comedy,Family",0.0,0.0,0.0,""
"Line of Duty",2012,"Crime,Drama,Mystery",8.7,46751.0,60.0,""
Lionheart,2018,Comedy,5.7,1381.0,95.0,""
"Liss Pereira: Reteniendo Liquidos","2019 TV Special",Comedy,6.4,86.0,0.0,""
"Little Baby Bum: Music Time","","Animation,Comedy,Family",0.0,0.0,7.0,""
"Little Big Women",2020,Drama,7.3,1790.0,123.0,""
"Little Boxes",2016,"Comedy,Drama",5.9,1785.0,84.0,""
"Little Britain",20032006,Comedy,7.6,22619.0,29.0,""
"Little Einsteins",20052009,"Animation,Adventure,Comedy",6.3,1501.0,0.0,""
"Little Evil",2017,"Comedy,Horror",5.7,19827.0,94.0,""
"Little Hope Was Arson",2013,"Documentary,Crime,Drama",6.6,319.0,71.0,""
"Little Miss Sumo",2018,"Documentary,Short,Biography",6.6,409.0,19.0,""
"Little Singham",2018,Action,3.6,61.0,12.0,""
"Little Singham: Kaal Ka Badla",2020,"Animation,Action",5.7,15.0,69.0,""
"Little Things",2016,"Comedy,Romance",8.3,4958.0,16.0,""
"Little Town of Bethlehem","2010 Video",Documentary,7.6,34.0,75.0,""
"Little Witch Academia",2017,"Animation,Comedy,Family",7.9,2619.0,25.0,""
"Littlest Pet Shop: A World of Our Own",2017,"Animation,Comedy,Fantasy",6.8,77.0,11.0,""
"Liu lang di qiu",2019,"Action,Adventure,Sci-Fi",6.0,28264.0,125.0,5.88
"Liu xing hua yuan",20012002,"Comedy,Drama,Romance",7.8,789.0,60.0,""
Live,2015,"Drama,Thriller",6.1,201.0,97.0,""
"Live at the Foxes Den",2013,Drama,5.0,141.0,103.0,""
"Live by Night",2016,"Action,Crime,Drama",6.4,54010.0,129.0,10.38
"Livet i 8 bitar",2002,Comedy,4.8,860.0,85.0,""
"Living Undocumented",2019,Documentary,5.96,103.14,6.43,""
"Living Will...",2010,Comedy,4.5,595.0,102.0,""
"Living in Bondage: Breaking Free",2019,"Drama,Fantasy",5.8,76.0,150.0,""
"Living with Yourself",2019,"Comedy,Drama,Sci-Fi",7.2,27102.0,26.0,""
"Llama Llama",20182019,"Animation,Adventure,Family",6.5,250.0,24.0,""
"Lo chiamavano Jeeg Robot",2015,"Action,Drama,Sci-Fi",7.0,13904.0,112.0,""
"Lo imposible",2012,"Drama,History,Thriller",7.6,208903.0,114.0,19.02
"Lo spietato",2019,"Crime,Drama",6.1,5546.0,111.0,""
Loaded,2017,"Comedy,Drama",6.6,1294.0,41.0,""
"Lobo Feroz",2021,"Drama,Thriller",0.0,0.0,0.0,""
Locke,2013,Drama,7.1,140930.0,85.0,1.36
"Locke & Key",2020,"Drama,Fantasy,Horror",0.62,3976.42,4.0,""
Lockwood,"","Drama,Mystery,Thriller",0.0,0.0,0.0,""
"Lockwood & Co","","Action,Adventure,Drama",0.0,0.0,60.0,""
"Loco por ella",2021,"Comedy,Romance",6.6,4651.0,102.0,""
Locombians,2021,Comedy,3.4,12.0,0.0,""
Loev,2015,"Drama,Romance",5.8,2491.0,92.0,""
"Lokillo Florez: Nothing is the same",2021,Comedy,0.0,0.0,63.0,""
LoliRock,2014,"Animation,Action,Comedy",7.3,380.0,26.0,""
"London Hughes: To Catch a Dick","2020 TV Special",Comedy,4.7,278.0,68.0,""
"Lone Survivor",2013,"Action,Biography,Drama",7.5,273061.0,121.0,125.10
"Long Nights Short Mornings",2016,"Drama,Romance",5.4,920.0,100.0,""
"Long Shot","2017 TV Movie","Documentary,Crime,Sport",7.4,7026.0,40.0,""
"Longboard Fever",2003,Sport,0.0,0.0,90.0,""
Longmire,20122017,"Action,Crime,Drama",8.3,30685.0,60.0,""
"Looking Glass","I 2018","Mystery,Thriller",4.6,6155.0,103.0,""
"Loose Change 9/11: An American Coup","2009 Video","Documentary,History,War",7.1,3517.0,99.0,""
"Loosideu deurim",2017,"Sci-Fi,Thriller",6.2,3227.0,101.0,""
"Lord Put a Ring on It",2016,"Comedy,Drama",7.5,21.0,94.0,""
"Lord of War",2005,"Action,Crime,Drama",7.6,300344.0,122.0,24.15
"Lorena, La de pies ligeros",2019,"Documentary,Short,Sport",7.0,637.0,28.0,""
"Los Briceño, una familia todo terreno",2019,Drama,7.9,118.0,46.0,""
"Los Herederos",2015,Drama,5.7,205.0,0.0,""
"Los Inocentes",2015,Horror,5.2,454.0,98.0,""
"Los Parecidos",2015,"Horror,Mystery,Sci-Fi",5.9,3965.0,89.0,""
"Los Tiempos de Pablo Escobar","2012 TV Movie",Documentary,6.8,268.0,46.0,""
"Los Tigres del Norte at Folsom Prison","2019 TV Special","Documentary,Music",7.0,157.0,64.0,""
"Los días de Ayotzinapa (The 43s)",2019,"Documentary,Crime,Drama",7.9,43.0,0.0,""
"Los favoritos de Midas",2020,"Crime,Drama,Thriller",6.87,603.71,90.29,""
"Los herederos de la tierra",2021,Drama,0.0,0.0,0.0,""
"Los héroes del mal",2015,"Crime,Drama,Thriller",6.2,1045.0,98.0,""
Losers,2019,"Documentary,Sport",7.7,1551.0,30.0,""
"Lost & Found Music Studios",20152016,Family,6.8,569.0,30.0,""
"Lost Bullet Sequel","",Action,0.0,0.0,0.0,""
"Lost Dog",III,"Comedy,Drama",0.0,0.0,0.0,""
"Lost Girls",2020,"Drama,Mystery,Thriller",6.1,18958.0,95.0,""
"Lost Ollie","","Animation,Adventure,Drama",0.0,0.0,9.0,""
"Lost Song",2018,"Animation,Adventure,Drama",7.2,329.0,25.0,""
"Lost Tapes",2008,"Horror,Mystery,Sci-Fi",6.2,844.0,30.0,""
"Lost in Space",2018,"Adventure,Drama,Family",7.3,76255.0,60.0,""
"Lostorage incited Wixoss",2016,"Animation,Drama,Fantasy",5.6,39.0,24.0,""
"Lotería","","Adventure,Drama",0.0,0.0,0.0,""
Lou,I,"Crime,Drama,Mystery",0.0,0.0,0.0,""
"Louder Than a Bomb",2010,Documentary,7.5,373.0,99.0,0.04
"Loudon Wainwright III: Surviving Twin",2018,"Documentary,Music",7.1,89.0,91.0,""
"Louis C.K. 2017","2017 TV Special",Comedy,7.6,9563.0,74.0,""
Love,20162018,"Comedy,Drama,Romance",7.7,39010.0,50.0,""
"Love & Anarchy",2020,"Comedy,Drama,Romance",7.4,6788.0,30.0,""
"Love (ft. Marriage & Divorce)",2021,"Drama,Romance",6.0,224.0,70.0,""
"Love Aaj Kal",2020,"Drama,Romance",4.7,7937.0,142.0,""
"Love Hard",2021,"Comedy,Romance",0.0,0.0,0.0,""
"Love Is Blind",2020,"Reality-TV,Romance",6.33,579.42,55.58,""
"Love Island","II 2019",Reality-TV,5.0,615.0,0.0,""
"Love Island Australia",20182019,Reality-TV,5.4,470.0,50.0,""
"Love Jacked",2018,"Comedy,Romance",5.8,1775.0,100.0,""
"Love Naggers",2018,Talk-Show,0.0,0.0,0.0,""
"Love Per Square Foot",2018,"Comedy,Romance",7.2,7730.0,133.0,""
"Love Sick: The Series",20142015,Romance,7.4,228.0,0.0,""
"Love Steaks",2013,"Comedy,Drama,Romance",6.1,1707.0,89.0,""
"Love Wedding Repeat",2020,"Comedy,Romance",5.5,18758.0,100.0,""
"Love and Monsters","I 2020","Action,Adventure,Comedy",7.0,100693.0,109.0,""
"Love and Redemption",2020,"Action,Drama,Fantasy",8.6,356.0,0.0,""
"Love is Blind: After the Altar",2021,Reality-TV,5.4,39.0,45.0,""
"Love is Blind: Brazil",2021,"Reality-TV,Romance",0.0,0.0,0.0,""
"Love on the Spectrum",2019,"Documentary,Reality-TV,Romance",8.5,3333.0,0.0,""
"Love the Way U Lie",2020,"Comedy,Romance",5.8,74.0,99.0,""
"Love, Death & Robots",2019,"Animation,Short,Comedy",7.23,19163.78,13.33,""
"Love, Guaranteed",2020,"Comedy,Romance",5.6,15183.0,90.0,""
Love/Hate,20102014,"Crime,Drama",8.5,6346.0,51.0,""
Lovefucked,2018,"Drama,Romance",5.9,382.0,106.0,""
Lovesick,20142018,Comedy,8.1,17516.0,24.0,""
"Lovestruck: The Musical","2013 TV Movie","Comedy,Fantasy,Musical",6.4,2313.0,83.0,""
"Loving Adults",2022,Thriller,0.0,0.0,0.0,""
"Loyiso Gola: Unlearning","2021 TV Special",Comedy,5.9,163.0,60.0,""
"Luca tanzt leise",2016,"Comedy,Drama",6.2,370.0,69.0,""
"Lucas Brothers: On Drugs","2017 TV Special",Comedy,5.6,806.0,50.0,""
"Lucas Lauriente: Todo lo que sería","2018 TV Special",Comedy,7.0,102.0,0.0,""
"Luchshe, chem lyudi",20182019,"Drama,Sci-Fi",7.4,7450.0,52.0,""
"Luciano Mellera: Infantiloide","2018 TV Special",Comedy,8.2,1505.0,66.0,""
Lucifer,20162021,"Crime,Drama,Fantasy",8.49,32571.56,53.89,""
Luciofei,"2021 Video","Short,Comedy",0.0,0.0,14.0,""
Luck,"I 2009","Action,Adventure,Drama",4.9,2558.0,141.0,""
"Luckiest Girl Alive",2022,"Drama,Mystery",0.0,0.0,0.0,""
Lucy,"I 2014","Action,Sci-Fi,Thriller",6.4,462122.0,89.0,126.66
Ludo,2020,"Action,Comedy,Crime",5.2,17267.5,119.5,""
"Lugar de Mulher",2019,Comedy,5.05,16.5,8.0,""
"Luis Miguel: La Serie",2018,"Biography,Drama,History",7.9,1909.5,30.0,""
"Luke Cage",20162018,"Action,Crime,Drama",7.3,120187.0,55.0,""
"Lumea e a mea",2015,Drama,6.2,861.0,104.0,""
"Luna Nera",2020,"Drama,Fantasy,Thriller",4.87,479.57,44.86,""
"Luna Petunia: Happy Birthday to You!","2017 TV Special","Animation,Short",0.0,0.0,2.0,""
"Luna Petunia: Return to Amazia",2018,Animation,4.8,43.0,0.0,""
"Luna de miel",2015,"Horror,Thriller",4.7,1065.0,96.0,""
Lunatics,2019,Comedy,7.3,332.45,3.18,""
"Luo Bao Bei",2018,Animation,7.6,29.0,0.0,""
Lupin,2021,"Action,Crime,Drama",7.65,9409.36,45.55,""
Lured,1947,"Crime,Film-Noir,Mystery",7.0,3337.0,102.0,""
"Lusers, los amigos no se eligen",2015,"Adventure,Comedy",4.9,394.0,95.0,""
"Lust Stories",2018,"Drama,Romance",6.4,10169.0,120.0,""
Luther,20102019,"Crime,Drama,Mystery",8.4,125749.0,60.0,""
Lykke-Per,2018,Drama,7.2,5308.0,162.0,""
"Lynne Koplitz: Hormonal Beast","2017 TV Special",Comedy,6.2,385.0,51.0,""
"Léa & I",2019,Documentary,6.7,202.0,84.0,""
"M Cream",2014,"Adventure,Comedy,Drama",5.6,618.0,112.0,""
"M'entends-tu?",2018,"Comedy,Drama",7.7,552.0,30.0,""
MILF,2018,Comedy,4.7,5187.0,101.0,""
"Ma Rainey's Black Bottom",2020,"Drama,Music",7.0,44829.0,94.0,""
"Ma-i On-li Leo-beu-song",2017,"Comedy,Fantasy,Romance",6.9,560.0,30.0,""
Ma-yak-wang,2018,"Action,Crime,Drama",6.2,2719.0,139.0,""
Macbeth,"I 2015","Drama,History,War",6.6,54067.0,113.0,1.11
"Machhli Jal Ki Rani Hai",2014,Horror,2.3,250.0,120.0,""
"Mad Men",20072015,Drama,8.6,216203.0,47.0,""
Madaari,2016,"Adventure,Drama,Thriller",7.6,13823.0,133.0,""
"Madam Secretary",20142019,Drama,7.6,20755.0,45.0,""
"Madame Claude",2021,"Biography,Crime,Drama",5.4,2642.0,112.0,""
"Made You Look: A True Story About Fake Art",2020,"Documentary,Crime",7.0,3096.0,94.0,""
"Made in Bangkok",2015,"Documentary,Comedy,Drama",7.2,102.0,75.0,""
"Made in China","II 2019","Comedy,Drama",6.2,3947.0,128.0,""
"Made in Mexico",2018,Reality-TV,4.1,739.0,49.0,""
"Mademoiselle de Joncquières",2018,"Drama,Romance",6.9,3033.0,109.0,""
"Madrasat El-Moshaghebeen",1973,"Comedy,Drama,Musical",6.3,323.0,252.0,""
Madre,"II 2016","Drama,Horror,Thriller",5.6,1463.0,95.0,""
"Madre Solo hay Dos",2021,"Comedy,Drama,Fantasy",7.4,1222.0,0.0,""
"Maen Too Maen",2017,"Action,Drama,Thriller",7.4,1045.0,80.0,""
"Maendorong Ttottos",2015,"Comedy,Romance",6.7,317.0,0.0,""
Maestro,VII,"Biography,Drama,Music",0.0,0.0,0.0,""
"Maeumui sori",2016,Comedy,8.3,875.0,0.0,""
Maggie,"I 2015","Drama,Horror,Sci-Fi",5.6,42895.0,95.0,0.19
"Maggie & Bianca: Fashion Friends",20162017,"Comedy,Drama,Family",6.3,151.0,24.0,""
"Magi: Shindobaddo no bôken",2016,"Animation,Action,Adventure",7.6,1953.0,24.0,""
"Magic 4 Morons","2000 Video",Family,0.0,0.0,60.0,""
"Magic for Humans",2018,"Comedy,Reality-TV",7.65,274.0,1.64,""
"Magic for Humans by Mago Pop",2021,"Comedy,Reality-TV",7.67,14.57,20.0,""
"Magic: The Gathering","","Animation,Action,Adventure",0.0,0.0,0.0,""
"Magmel of the Sea Blue",2019,"Animation,Action,Adventure",6.1,511.0,24.0,""
"Mahouka koukou no rettousei",2014,"Animation,Action,Drama",7.2,2698.0,22.0,""
"Mahô shôjo Madoka magika: Puella Magi Madoka Magica",2011,"Animation,Drama,Fantasy",8.3,8089.0,24.0,""
Mai,"","Crime,Drama,Thriller",0.0,0.0,0.0,""
Maid,2021,"Comedy,Drama",0.0,0.0,0.0,""
"Majo no takkyûbin",1989,"Animation,Adventure,Drama",7.9,130851.0,103.0,""
"Majutsushi Orphen Mubouhen",19981999,"Animation,Action,Adventure",7.3,242.0,25.0,""
"Make My Day","","Animation,Adventure,Drama",0.0,0.0,0.0,""
"Making Unorthodox",2020,"Short,Documentary",6.7,157.0,21.0,""
"Making Waves","2001 TV Special","",7.7,332.0,49.0,""
"Making a Murderer",20152018,"Documentary,Crime",8.6,89223.0,60.0,""
"Making the American Man",2016,Documentary,5.4,82.0,68.0,""
"Making the Boys",2011,"Documentary,Biography,Romance",7.3,579.0,90.0,0.03
"Making the Witcher","2020 TV Movie",Documentary,6.8,282.0,32.0,""
"Mako Mermaids",20132016,"Adventure,Comedy,Drama",6.8,3445.0,30.0,""
Maktub,2017,"Comedy,Drama",7.3,2004.0,100.0,""
"Malang - Unleash the Madness",2020,"Action,Crime,Drama",6.5,9236.0,135.0,""
"Malcolm & Marie",2021,"Drama,Romance",6.7,30082.0,106.0,""
Maldivas,"","Comedy,Drama",0.0,0.0,0.0,""
"Malena Pichot: Estupidez compleja","2018 TV Special",Comedy,5.4,334.0,50.0,""
Malevolent,"III 2018","Horror,Mystery,Thriller",4.8,11672.0,89.0,""
"Malibu Rescue",2019,"Action,Comedy,Family",5.25,969.0,34.0,""
"Malibu Rescue: The Next Wave",2020,"Action,Comedy,Family",4.8,692.0,68.0,""
"Mama K's Team 4",2022,"Animation,Action,Adventure",0.0,0.0,0.0,""
"Man Down",20132017,Comedy,7.6,3520.0,30.0,""
"Man Like Mobeen",2017,Comedy,8.0,1996.0,21.0,""
"Man Without a Star",1955,Western,6.9,3184.0,89.0,""
"Man vs. Bee","",Comedy,0.0,0.0,5.0,""
Mandela,2021,"Comedy,Drama",8.5,4826.0,140.0,""
"Manhattan Romance",2014,"Comedy,Drama,Romance",5.6,1315.0,94.0,""
Manhunt,"II 2017","Biography,Crime,Drama",8.1,54164.0,60.0,""
Maniac,2018,"Comedy,Drama,Sci-Fi",7.8,69384.0,386.0,""
Mank,2020,"Biography,Comedy,Drama",6.9,63893.0,131.0,""
"Mannen van Mars",2018,Comedy,6.0,409.0,91.0,""
"Manny & Lo",1996,"Comedy,Drama",6.6,1944.0,88.0,0.50
"Manson Family Vacation",2015,"Comedy,Drama,Thriller",5.8,2805.0,84.0,""
"Maoyuu Maou Yuusha",2013,"Animation,Fantasy,Romance",7.0,495.0,23.0,""
"Maradona en Sinaloa",2019,"Documentary,Comedy,Drama",7.2,1023.0,0.0,""
Marauders,2016,"Action,Crime,Thriller",5.5,21162.0,107.0,""
"Marc Maron: End Times Fun","2020 TV Special",Comedy,6.8,1716.0,71.0,""
"Marc Maron: Thinky Pain","2013 TV Special",Comedy,7.3,1798.0,95.0,""
"Marc Maron: Too Real","2017 TV Special",Comedy,7.2,1782.0,70.0,""
Marcella,2016,"Crime,Drama,Mystery",7.4,26485.0,45.0,""
"Marching Orders",2017,Documentary,6.0,244.0,0.0,""
"Marco Polo",20142016,"Adventure,Drama,History",8.0,67083.0,60.0,""
"Marco Polo: One Hundred Eyes","2015 TV Movie","Action,Drama,History",7.8,10146.0,28.0,""
"Marfa Girl",2012,Drama,5.2,1561.0,105.0,""
Maria,"II 2019","Action,Crime,Drama",5.0,1872.0,90.0,""
"Maria Bamford: Old Baby","2017 TV Special","Documentary,Comedy",6.1,914.0,64.0,""
"Maria Bamford: The Special Special Special!","2012 TV Special",Comedy,6.9,526.0,49.0,""
Marianne,2019,"Drama,Horror,Mystery",7.71,1887.33,11.33,""
Mariposa,2020,"Comedy,Drama,Romance",7.4,557.0,117.0,""
Marita,2017,Drama,6.3,297.0,100.0,""
"Mark Felt: The Man Who Brought Down the White House",2017,"Biography,Drama,History",6.4,12491.0,103.0,0.77
Marlon,20172018,Comedy,7.1,3738.0,22.0,""
"Marlon Wayans: Woke-ish","2018 TV Special","Documentary,Comedy",6.5,1312.0,68.0,""
Marmato,2014,Documentary,7.3,149.0,87.0,""
Maroon,2017,Thriller,5.1,296.0,94.0,""
"Marriage Story",2019,"Comedy,Drama,Romance",7.9,266307.0,137.0,2.00
"Marriage or Mortgage","II 2021",Reality-TV,0.0,0.0,0.0,""
"Married to Medicine",2013,Reality-TV,5.2,332.0,43.0,""
"Mars Attacks!",1996,"Comedy,Sci-Fi",6.3,215049.0,106.0,37.77
Marseille,20162018,Drama,6.9,4830.0,41.0,""
"Martin Matte: La vie, la mort... eh la la..!","2019 TV Special",Comedy,6.4,90.0,61.0,""
"Masaba Masaba",2020,"Comedy,Drama",6.7,1525.0,50.0,""
Masameer,2011,"Animation,Adventure,Comedy",8.3,604.0,0.0,""
"Masameer County",2021,"Animation,Comedy,Drama",8.2,1307.0,0.0,""
"Masameer: The Movie",2020,Animation,6.0,2068.0,110.0,""
Mascots,2016,Comedy,5.8,6973.0,89.0,""
Maska,2020,"Comedy,Drama,Romance",2.9,670.0,111.0,""
"Master of None",2015,"Comedy,Drama",6.6,24101.0,38.67,""
"Master of None: Season 1 Electronic Press Kit","2015 TV Movie",Comedy,7.6,85.0,0.0,""
Masters,2012,"Action,Mystery,Thriller",5.8,482.0,144.0,""
"Masters of the Universe: Revelation",2021,"Animation,Action,Adventure",3.86,2633.89,16.78,""
Masum,2017,"Crime,Drama,Mystery",8.4,16763.0,60.0,""
"Mata Batin",2017,"Drama,Fantasy,Horror",5.2,1257.0,107.0,""
Mater,"I 2017",Drama,4.7,238.0,80.0,""
Matilda,2022,"Comedy,Drama,Family",0.0,0.0,0.0,""
"Matt Braunger: Big Dumb Animal","2015 TV Special","Documentary,Comedy",7.4,265.0,64.0,""
"Mau Nieto: Viviendo sobrio... desde el bar","2018 TV Special",Comedy,6.7,73.0,0.0,""
"Mauricio Meirelles comedy special","2020 TV Special",Comedy,6.6,114.0,63.0,""
"Mauvaises herbes",2018,Comedy,7.3,4780.0,100.0,""
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,Documentary,7.2,2181.0,90.0,0.06
"Maximum Conviction",2012,"Action,Thriller",4.8,6627.0,98.0,""
"Maya and the Three",2021,"Animation,Action,Adventure",0.0,0.0,0.0,""
"Mayor Grom: Chumnoy Doktor",2021,"Action,Adventure",6.3,8466.0,136.0,""
"Maz Jobrani: Immigrant","2017 TV Special",Comedy,6.7,772.0,112.0,""
McCullin,2012,Documentary,8.2,2206.0,91.0,""
"Me Him Her",2015,"Comedy,Romance",5.3,1478.0,98.0,""
"Mea Maxima Culpa: Silence in the House of God",2012,Documentary,8.0,3599.0,106.0,""
MeatEater,2012,Documentary,7.7,1247.0,21.0,""
"Mech Cadets","","Animation,Action,Adventure",0.0,0.0,0.0,""
"Mechanic: Resurrection",2016,"Action,Adventure,Crime",5.7,79668.0,98.0,21.22
"Meda sau Partea nu prea fericita a lucrurilor",2017,Drama,6.5,322.0,82.0,""
"Medal of Honor",2018,"Documentary,War",8.4,1510.0,60.0,""
"Medical Police",2020,Comedy,6.0,3755.0,242.0,""
Medici,20162019,"Biography,Drama,History",7.9,16659.0,60.0,""
Medicinen,2014,"Comedy,Drama",5.5,896.0,114.0,""
"Meel patthar",2020,Drama,6.5,465.0,98.0,""
"Meenakshi Sundareshwar",2021,"Comedy,Romance",0.0,0.0,0.0,""
"Meerkat Manor",20052008,Documentary,5.09,86.29,22.71,""
"Mees Kees",2012,"Comedy,Family",6.7,725.0,80.0,""
"Mees Kees op de planken",2014,"Comedy,Drama,Family",6.4,303.0,73.0,""
"Meet the Adebanjos",2012,Comedy,7.6,61.0,0.0,""
"Meet the Mormons",2014,Documentary,6.8,1973.0,78.0,5.88
"Meet the Voxels","","",0.0,0.0,0.0,""
"Meeting a Bullet","2004 Video",Crime,3.8,115.0,75.0,""
"Mega Man","","Action,Adventure,Sci-Fi",0.0,0.0,0.0,""
"Melloga Chejil",2019,"Comedy,Romance",8.2,427.0,65.0,""
"Memorias de Idhún",20202021,"Animation,Action,Adventure",7.1,57.3,2.5,""
"Memories of a Murderer: The Nilsen Tapes",2021,"Documentary,Biography,Crime",0.0,0.0,84.0,""
"Memory Love",2017,Romance,7.8,56.0,0.0,""
"Men Behaving Badly",19922014,Comedy,7.7,7550.0,45.0,""
"Men at Lunch",2012,"Documentary,Mystery",6.3,331.0,75.0,0.00
"Menendez Parte 1: El día del Señor",2020,"Drama,Horror,Thriller",4.9,831.0,93.0,""
"Meomchoogo Sipeun Soongan: Eobawoottaim",2018,Fantasy,7.0,460.0,70.0,""
Mercenaire,"I 2016","Drama,Sport",6.4,695.0,103.0,""
"Mercury 13",2018,Documentary,6.9,1056.0,78.0,""
"Mercury Rising",1998,"Action,Crime,Drama",6.1,70935.0,111.0,32.94
Mercy,"IV 2016","Drama,Mystery,Thriller",4.2,3165.0,90.0,""
"Mercy Black",2019,"Horror,Mystery,Thriller",4.9,3110.0,88.0,""
